1730588846.105114 server started (63221): version 3.5a, socket /private/tmp/tmux-501/default, protocol 8
1730588846.105152 on Darwin 24.0.0 Darwin Kernel Version 24.0.0: Tue Sep 24 23:37:36 PDT 2024; root:xnu-11215.1.12~1/RELEASE_ARM64_T6020
1730588846.105162 using libevent 2.1.12-stable select
1730588846.105172 using utf8proc 2.9.0
1730588846.105179 using ncurses 6.5 20240427
1730588846.239531 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239533 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239535 screen_write_combine: character \342\224\200 at 112,0 (width 1)
1730588846.239537 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239539 UTF-8 \342\224\200 is 02500
1730588846.239541 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239543 /dev/ttys000: \342\224\200
1730588846.239545 UTF-8 \342\224\200 is 02500
1730588846.239547 utf8proc_wcwidth(02500) returned 1
1730588846.239549 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239551 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239555 screen_write_combine: character \342\224\200 at 113,0 (width 1)
1730588846.239557 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239559 UTF-8 \342\224\200 is 02500
1730588846.239561 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239563 /dev/ttys000: \342\224\200
1730588846.239565 UTF-8 \342\224\200 is 02500
1730588846.239567 utf8proc_wcwidth(02500) returned 1
1730588846.239569 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239571 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239573 screen_write_combine: character \342\224\200 at 114,0 (width 1)
1730588846.239575 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239577 UTF-8 \342\224\200 is 02500
1730588846.239579 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239581 /dev/ttys000: \342\224\200
1730588846.239583 UTF-8 \342\224\200 is 02500
1730588846.239585 utf8proc_wcwidth(02500) returned 1
1730588846.239587 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239589 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239591 screen_write_combine: character \342\224\200 at 115,0 (width 1)
1730588846.239593 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239595 UTF-8 \342\224\200 is 02500
1730588846.239597 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239599 /dev/ttys000: \342\224\200
1730588846.239601 UTF-8 \342\224\200 is 02500
1730588846.239602 utf8proc_wcwidth(02500) returned 1
1730588846.239604 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239606 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239608 screen_write_combine: character \342\224\200 at 116,0 (width 1)
1730588846.239610 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239612 UTF-8 \342\224\200 is 02500
1730588846.239614 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239616 /dev/ttys000: \342\224\200
1730588846.239618 UTF-8 \342\224\200 is 02500
1730588846.239620 utf8proc_wcwidth(02500) returned 1
1730588846.239622 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239624 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239626 screen_write_combine: character \342\224\200 at 117,0 (width 1)
1730588846.239628 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239630 UTF-8 \342\224\200 is 02500
1730588846.239632 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239634 /dev/ttys000: \342\224\200
1730588846.239635 UTF-8 \342\224\200 is 02500
1730588846.239637 utf8proc_wcwidth(02500) returned 1
1730588846.239639 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239641 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239643 screen_write_combine: character \342\224\200 at 118,0 (width 1)
1730588846.239645 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239647 UTF-8 \342\224\200 is 02500
1730588846.239649 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239651 /dev/ttys000: \342\224\200
1730588846.239653 UTF-8 \342\224\200 is 02500
1730588846.239655 utf8proc_wcwidth(02500) returned 1
1730588846.239657 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239659 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239661 screen_write_combine: character \342\224\200 at 119,0 (width 1)
1730588846.239663 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239665 UTF-8 \342\224\200 is 02500
1730588846.239667 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239669 /dev/ttys000: \342\224\200
1730588846.239670 UTF-8 \342\224\200 is 02500
1730588846.239672 utf8proc_wcwidth(02500) returned 1
1730588846.239674 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239676 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239678 screen_write_combine: character \342\224\200 at 120,0 (width 1)
1730588846.239680 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239682 UTF-8 \342\224\200 is 02500
1730588846.239684 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239689 /dev/ttys000: \342\224\200
1730588846.239691 UTF-8 \342\224\200 is 02500
1730588846.239693 utf8proc_wcwidth(02500) returned 1
1730588846.239695 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239697 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239699 screen_write_combine: character \342\224\200 at 121,0 (width 1)
1730588846.239700 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239702 UTF-8 \342\224\200 is 02500
1730588846.239704 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239706 /dev/ttys000: \342\224\200
1730588846.239708 UTF-8 \342\224\200 is 02500
1730588846.239710 utf8proc_wcwidth(02500) returned 1
1730588846.239712 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239716 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239718 screen_write_combine: character \342\224\200 at 122,0 (width 1)
1730588846.239721 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239723 UTF-8 \342\224\200 is 02500
1730588846.239725 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239728 /dev/ttys000: \342\224\200
1730588846.239730 UTF-8 \342\224\200 is 02500
1730588846.239732 utf8proc_wcwidth(02500) returned 1
1730588846.239734 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239736 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239738 screen_write_combine: character \342\224\200 at 123,0 (width 1)
1730588846.239740 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239742 UTF-8 \342\224\200 is 02500
1730588846.239744 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239746 /dev/ttys000: \342\224\200
1730588846.239748 UTF-8 \342\224\200 is 02500
1730588846.239750 utf8proc_wcwidth(02500) returned 1
1730588846.239752 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239754 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239756 screen_write_combine: character \342\224\200 at 124,0 (width 1)
1730588846.239758 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239760 UTF-8 \342\224\200 is 02500
1730588846.239762 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239763 /dev/ttys000: \342\224\200
1730588846.239765 UTF-8 \342\224\200 is 02500
1730588846.239767 utf8proc_wcwidth(02500) returned 1
1730588846.239769 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239771 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239773 screen_write_combine: character \342\224\200 at 125,0 (width 1)
1730588846.239775 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239777 UTF-8 \342\224\200 is 02500
1730588846.239779 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239781 /dev/ttys000: \342\224\200
1730588846.239783 UTF-8 \342\224\200 is 02500
1730588846.239785 utf8proc_wcwidth(02500) returned 1
1730588846.239787 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239789 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239791 screen_write_combine: character \342\224\200 at 126,0 (width 1)
1730588846.239793 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239795 UTF-8 \342\224\200 is 02500
1730588846.239797 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239799 /dev/ttys000: \342\224\200
1730588846.239801 UTF-8 \342\224\200 is 02500
1730588846.239803 utf8proc_wcwidth(02500) returned 1
1730588846.239804 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239806 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239808 screen_write_combine: character \342\224\200 at 127,0 (width 1)
1730588846.239810 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239812 UTF-8 \342\224\200 is 02500
1730588846.239814 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239816 /dev/ttys000: \342\224\200
1730588846.239818 UTF-8 \342\224\200 is 02500
1730588846.239820 utf8proc_wcwidth(02500) returned 1
1730588846.239822 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239826 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239828 screen_write_combine: character \342\224\200 at 128,0 (width 1)
1730588846.239831 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239833 UTF-8 \342\224\200 is 02500
1730588846.239835 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239836 /dev/ttys000: \342\224\200
1730588846.239838 UTF-8 \342\224\200 is 02500
1730588846.239840 utf8proc_wcwidth(02500) returned 1
1730588846.239842 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239844 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239846 screen_write_combine: character \342\224\200 at 129,0 (width 1)
1730588846.239849 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239851 UTF-8 \342\224\200 is 02500
1730588846.239853 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239856 /dev/ttys000: \342\224\200
1730588846.239858 UTF-8 \342\224\200 is 02500
1730588846.239861 utf8proc_wcwidth(02500) returned 1
1730588846.239863 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239865 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239867 screen_write_combine: character \342\224\200 at 130,0 (width 1)
1730588846.239869 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239870 UTF-8 \342\224\200 is 02500
1730588846.239872 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239874 /dev/ttys000: \342\224\200
1730588846.239876 UTF-8 \342\224\200 is 02500
1730588846.239878 utf8proc_wcwidth(02500) returned 1
1730588846.239880 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239882 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239884 screen_write_combine: character \342\224\200 at 131,0 (width 1)
1730588846.239886 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239888 UTF-8 \342\224\200 is 02500
1730588846.239890 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239892 /dev/ttys000: \342\224\200
1730588846.239894 UTF-8 \342\224\200 is 02500
1730588846.239896 utf8proc_wcwidth(02500) returned 1
1730588846.239898 input_top_bit_set 3 '\342\224\200' (width 1)
1730588846.239900 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239902 screen_write_combine: character \342\224\200 at 132,0 (width 1)
1730588846.239904 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239905 UTF-8 \342\224\200 is 02500
1730588846.239907 utf8_from_data: (1 3 \342\224\200) -> 438094e2
1730588846.239909 /dev/ttys000: \342\224\200
1730588846.239912 input_csi_dispatch: 'm' "" "0"
1730588846.239913 parameter 0: number 0
1730588846.239916 input_csi_dispatch: 'm' "" "38;5;244"
1730588846.239918 parameter 0: number 38
1730588846.239920 parameter 1: number 5
1730588846.239922 parameter 2: number 244
1730588846.239924 input_csi_dispatch: 'm' "" "49"
1730588846.239926 parameter 0: number 49
1730588846.239928 input_csi_dispatch: 'm' "" "30"
1730588846.239929 parameter 0: number 30
1730588846.239931 UTF-8 \356\202\262 is 0E0B2
1730588846.239933 utf8proc_wcwidth(0E0B2) returned 1
1730588846.239935 input_top_bit_set 3 '\356\202\262' (width 1)
1730588846.239937 screen_write_collect_flush: flushed 0 items (screen_write_collect_add)
1730588846.239939 screen_write_combine: character \356\202\262 at 133,0 (width 1)
1730588846.239941 utf8_to_data: 438094e2 -> (1 3 \342\224\200)
1730588846.239943 UTF-8 \356\202\262 is 0E0B2
1730588846.239945 utf8_from_data: (1 3 \356\202\262) -> 43b282ee
1730588846.239947 /dev/ttys000: \033(B\033[m
1730588846.239950 /dev/ttys000: \033[30m
1730588846.239952 /dev/ttys000: \356\202\262
1730588846.239954 input_csi_dispatch: 'm' "" "0"
1730588846.239956 parameter 0: number 0
1730588846.239958 input_csi_dispatch: 'm' "" "30"
1730588846.239960 parameter 0: number 30
1730588846.239962 input_csi_dispatch: 'm' "" "40"
1730588846.239964 parameter 0: number 40
1730588846.239966 input_csi_dispatch: 'm' "" "32"
1730588846.239968 parameter 0: number 32
1730588846.239970 screen_write_collect_end: 1   (at 134,0)
1730588846.239975 input_csi_dispatch: 'm' "" "0"
1730588846.239977 parameter 0: number 0
1730588846.239979 input_csi_dispatch: 'm' "" "32"
1730588846.239981 parameter 0: number 32
1730588846.239983 input_csi_dispatch: 'm' "" "40"
1730588846.239985 parameter 0: number 40
1730588846.239987 input_csi_dispatch: 'm' "" "40"
1730588846.239989 parameter 0: number 40
1730588846.239991 input_csi_dispatch: 'm' "" "32"
1730588846.239993 parameter 0: number 32
1730588846.239995 UTF-8 \342\234\224 is 02714
1730588846.239998 utf8proc_wcwidth(02714) returned 1
1730588846.240000 input_top_bit_set 3 '\342\234\224' (width 1)
1730588846.240002 /dev/ttys000: \033[32m
1730588846.240004 /dev/ttys000: \033[40m
1730588846.240006 /dev/ttys000:  
1730588846.240008 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1730588846.240010 screen_write_combine: character \342\234\224 at 135,0 (width 1)
1730588846.240012 UTF-8 \342\234\224 is 02714
1730588846.240014 utf8_from_data: (1 3 \342\234\224) -> 43949ce2
1730588846.240016 /dev/ttys000: \342\234\224
1730588846.240019 input_csi_dispatch: 'm' "" "0"
1730588846.240020 parameter 0: number 0
1730588846.240023 input_csi_dispatch: 'm' "" "32"
1730588846.240024 parameter 0: number 32
1730588846.240026 input_csi_dispatch: 'm' "" "40"
1730588846.240028 parameter 0: number 40
1730588846.240030 input_csi_dispatch: 'm' "" "40"
1730588846.240032 parameter 0: number 40
1730588846.240034 input_csi_dispatch: 'm' "" "32"
1730588846.240036 parameter 0: number 32
1730588846.240038 screen_write_collect_end: 1   (at 136,0)
1730588846.240041 input_csi_dispatch: 'm' "" "0"
1730588846.240043 parameter 0: number 0
1730588846.240045 input_csi_dispatch: 'm' "" "32"
1730588846.240046 parameter 0: number 32
1730588846.240049 input_csi_dispatch: 'm' "" "40"
1730588846.240051 parameter 0: number 40
1730588846.240053 input_csi_dispatch: 'm' "" "40"
1730588846.240054 parameter 0: number 40
1730588846.240057 input_csi_dispatch: 'm' "" "32"
1730588846.240059 parameter 0: number 32
1730588846.240061 input_csi_dispatch: 'm' "" "37"
1730588846.240063 parameter 0: number 37
1730588846.240065 UTF-8 \356\202\262 is 0E0B2
1730588846.240067 utf8proc_wcwidth(0E0B2) returned 1
1730588846.240068 input_top_bit_set 3 '\356\202\262' (width 1)
1730588846.240070 /dev/ttys000:  
1730588846.240073 screen_write_collect_flush: flushed 1 items (screen_write_collect_add)
1730588846.240075 screen_write_combine: character \356\202\262 at 137,0 (width 1)
1730588846.240077 UTF-8 \356\202\262 is 0E0B2
1730588846.240079 utf8_from_data: (1 3 \356\202\262) -> 43b282ee
1730588846.240081 /dev/ttys000: \033[37m
1730588846.240083 /dev/ttys000: \356\202\262
1730588846.240085 input_csi_dispatch: 'm' "" "0"
1730588846.240087 parameter 0: number 0
1730588846.240090 input_csi_dispatch: 'm' "" "37"
1730588846.240092 parameter 0: number 37
1730588846.240094 input_csi_dispatch: 'm' "" "40"
1730588846.240095 parameter 0: number 40
1730588846.240097 input_csi_dispatch: 'm' "" "47"
1730588846.240099 parameter 0: number 47
1730588846.240101 input_csi_dispatch: 'm' "" "30"
1730588846.240103 parameter 0: number 30
1730588846.240105 screen_write_collect_end: 12  04:37:26 AM (at 138,0)
1730588846.240107 input_csi_dispatch: 'm' "" "0"
1730588846.240109 parameter 0: number 0
1730588846.240111 input_csi_dispatch: 'm' "" "30"
1730588846.240113 parameter 0: number 30
1730588846.240115 input_csi_dispatch: 'm' "" "47"
1730588846.240117 parameter 0: number 47
1730588846.240119 input_csi_dispatch: 'm' "" "47"
1730588846.240120 parameter 0: number 47
1730588846.240122 input_csi_dispatch: 'm' "" "30"
1730588846.240124 parameter 0: number 30
1730588846.240127 screen_write_collect_trim: 0x138604cc0 138-149 before 150-150
1730588846.240129 screen_write_collect_end: 1   (at 150,0)
1730588846.240131 UTF-8 \357\200\227 is 0F017
1730588846.240133 utf8proc_wcwidth(0F017) returned 1
1730588846.240134 input_top_bit_set 3 '\357\200\227' (width 1)
1730588846.240137 /dev/ttys000: \033[30m
1730588846.240139 /dev/ttys000: \033[47m
1730588846.240141 /dev/ttys000:  04:37:26 AM
1730588846.240145 /dev/ttys000:  
1730588846.240147 screen_write_collect_flush: flushed 2 items (screen_write_collect_add)
1730588846.240149 screen_write_combine: character \357\200\227 at 151,0 (width 1)
1730588846.240151 UTF-8 \357\200\227 is 0F017
1730588846.240153 utf8_from_data: (1 3 \357\200\227) -> 439780ef
1730588846.240155 /dev/ttys000: \357\200\227
1730588846.240157 input_csi_dispatch: 'm' "" "0"
1730588846.240159 parameter 0: number 0
1730588846.240161 input_csi_dispatch: 'm' "" "30"
1730588846.240163 parameter 0: number 30
1730588846.240165 input_csi_dispatch: 'm' "" "47"
1730588846.240167 parameter 0: number 47
1730588846.240170 input_csi_dispatch: 'm' "" "47"
1730588846.240172 parameter 0: number 47
1730588846.240174 input_csi_dispatch: 'm' "" "30"
1730588846.240177 parameter 0: number 30
1730588846.240179 screen_write_collect_end: 1   (at 152,0)
1730588846.240181 /dev/ttys000:  
1730588846.240184 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1730588846.240191 cmdq_next <global>: empty
1730588846.240193 cmdq_next </dev/ttys000>: empty
1730588846.240197 server_client_reset_state: client /dev/ttys000 mode CURSOR,WRAP
1730588846.240199 server_client_reset_state: cursor to 153,0
